code,name,district,region,percentage_pass,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,ownership,ward,number_enrolled,number_teaching_staff,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,candidates,number_pass,percentage_pass_change,longitude,latitude,Location
PS1605-011,Kitanda Primary School,Namtumbo,Ruvuma,53.57142857,4011,34,0,0,14693,primary,government,Kitanda,347,6,,0,28,15,53.57142857,,,
PS1605-012,Kumbara Primary School,Namtumbo,Ruvuma,17.64705882,14266,66,10,15.15151515,12699,primary,government,Litola,530,12,,0,68,12,2.495543672,35.9507917396,-10.5432893105,"(-10.5432893105, 35.9507917396)"
PS1605-013,Kwizombe Pr. Shool,Namtumbo,Ruvuma,52.94117647,8784,46,0,0,14248,primary,,,,,,,51,27,52.94117647,36.1510485685,-11.2179217683,"(-11.2179217683, 36.1510485685)"
PS1605-014,Libango Primary School,Namtumbo,Ruvuma,45.45454545,7348,49,12,24.48979592,8791,primary,government,Namtumbo,607,10,,0,55,25,20.96474954,35.9172393736,-10.4552805751,"(-10.4552805751, 35.9172393736)"
PS1605-015,Libobi Primary School,Namtumbo,Ruvuma,25,10665,34,12,35.29411765,4316,primary,government,Namabengo,354,13,,0,40,10,-10.29411765,35.8633042385,-10.548718842,"(-10.548718842, 35.8633042385)"
PS1605-016,Ligera Primary School,Namtumbo,Ruvuma,15.68627451,14710,68,27,39.70588235,6198,primary,government,Ligera,614,8,,0,51,8,-24.01960784,35.9560723062,-10.9386421984,"(-10.9386421984, 35.9560723062)"
PS1605-017,Ligunga Primary School,Namtumbo,Ruvuma,26.08695652,13004,71,10,14.08450704,9560,primary,government,Lusewa,349,7,,0,69,18,12.00244948,36.220924883,-11.2058107857,"(-11.2058107857, 36.220924883)"
PS1605-018,Likonde Primary School,Namtumbo,Ruvuma,24.13793103,12530,28,0,0,13712,primary,government,Limamu,267,7,,0,29,7,24.13793103,35.902171376,-10.8445088752,"(-10.8445088752, 35.902171376)"
PS1605-019,Likusanguse Primary School,Namtumbo,Ruvuma,54.16666667,2903,30,8,26.66666667,9267,primary,government,Magazini,382,7,,0,24,13,27.5,36.5284149563,-11.4925474916,"(-11.4925474916, 36.5284149563)"
PS1605-020,Likuyuseka Maganga Primary School,Namtumbo,Ruvuma,93.87755102,2318,88,33,37.5,4517,primary,,,,,,,49,46,56.37755102,,,
PS1605-021,Limamu Primary School,Namtumbo,Ruvuma,17.39130435,11240,68,8,11.76470588,11504,primary,government,Limamu,510,7,,0,23,4,5.626598465,35.9727957041,-10.8289155125,"(-10.8289155125, 35.9727957041)"
PS1605-022,Lisimonji Primary School,Namtumbo,Ruvuma,28.94736842,13638,41,6,14.63414634,8531,primary,government,Lisimonji,403,7,,0,38,11,14.31322208,35.9277309295,-10.9864798254,"(-10.9864798254, 35.9277309295)"
PS1605-023,Litete Primary School,Namtumbo,Ruvuma,70.83333333,2494,29,2,6.896551724,10523,primary,government,Luchili,228,8,,0,24,17,63.93678161,35.9215222892,-10.6942787048,"(-10.6942787048, 35.9215222892)"
PS1605-024,Litola Primary School,Namtumbo,Ruvuma,39.25233645,10783,72,14,19.44444444,10739,primary,government,Litola,751,16,,0,107,42,19.807892,35.9287362729,-10.5615606397,"(-10.5615606397, 35.9287362729)"
PS1605-025,Luegu Primary School,Namtumbo,Ruvuma,25,13917,55,15,27.27272727,9772,primary,government,Luegu,389,11,,0,60,15,-2.272727273,35.8792021438,-10.5448198102,"(-10.5448198102, 35.8792021438)"
PS1605-026,Luhangano Primary School,Namtumbo,Ruvuma,30,11865,49,16,32.65306122,5348,primary,government,Mputa,500,7,,0,50,15,-2.653061225,35.8792882844,-10.2398961903,"(-10.2398961903, 35.8792882844)"
PS1605-027,Lugongoro Primary School,Namtumbo,Ruvuma,52.38095238,6108,66,36,54.54545455,3064,primary,government,Kitanda,609,9,,0,84,44,-2.164502165,,,
PS1605-028,Lumecha Primary School,Namtumbo,Ruvuma,28.57142857,11954,70,15,21.42857143,10200,primary,government,Msindo,632,15,,0,49,14,7.142857143,35.7763598749,-10.580066456,"(-10.580066456, 35.7763598749)"
PS1605-029,Lusenti Primary School,Namtumbo,Ruvuma,34.14634146,9920,95,38,40,4635,primary,government,Namtumbo,871,19,,0,82,28,-5.853658537,,,
PS1605-030,Lusewa Primary School,Namtumbo,Ruvuma,27.86885246,11432,60,2,3.333333333,12810,primary,government,Lusewa,659,10,,0,61,17,24.53551913,36.1472468257,-11.2271744255,"(-11.2271744255, 36.1472468257)"
PS1605-031,Magazini Primary School,Namtumbo,Ruvuma,70.73170732,3458,58,36,62.06896552,3084,primary,government,Magazini,515,7,,0,41,29,8.6627418,36.3340834002,-11.5776821243,"(-11.5776821243, 36.3340834002)"
PS1605-032,Mageuzi Primary School,Namtumbo,Ruvuma,58.13953488,5160,79,5,6.329113924,12380,primary,government,Hanga,833,23,,0,86,50,51.81042096,35.6837458553,-10.4868421358,"(-10.4868421358, 35.6837458553)"
PS1605-033,Mandela Primary School,Namtumbo,Ruvuma,11.11111111,15064,83,3,3.614457831,14955,primary,government,Likuyuseka Mag.,495,8,,0,54,6,7.49665328,36.0885198859,-10.2816617123,"(-10.2816617123, 36.0885198859)"
PS1605-034,Mandepwende Primary School,Namtumbo,Ruvuma,39.43661972,10322,47,19,40.42553191,2433,primary,government,Rwinga,767,16,,0,71,28,-0.988912197,36.0562975335,-10.4570605043,"(-10.4570605043, 36.0562975335)"
PS1605-035,Masuguru Pr. Shool,Namtumbo,Ruvuma,43.47826087,9113,50,16,32,6165,primary,,,,,,,46,20,11.47826087,36.1075983262,-10.5713598789,"(-10.5713598789, 36.1075983262)"
PS1605-036,Matepwende Primary School,Namtumbo,Ruvuma,35.71428571,12568,40,7,17.5,,primary,government,Lusewa,549,7,,0,28,10,18.21428571,36.0347407839,-11.3411772323,"(-11.3411772323, 36.0347407839)"
PS1605-037,Mawa Primary School,Namtumbo,Ruvuma,53.84615385,8091,33,9,27.27272727,8268,primary,government,Hanga,355,10,,0,26,14,26.57342657,35.7637921859,-10.4813770844,"(-10.4813770844, 35.7637921859)"
PS1605-038,Mbimbi Primary School,Namtumbo,Ruvuma,12.32876712,15395,84,19,22.61904762,9410,primary,government,Litola,659,9,,0,73,9,-10.2902805,35.9013897909,-10.4909012843,"(-10.4909012843, 35.9013897909)"
PS1605-039,Mchomoro Primary School,Namtumbo,Ruvuma,55.07246377,3886,89,33,37.07865169,3725,primary,government,Mchomoro,690,9,,0,69,38,17.99381208,36.2025236269,-10.5976905282,"(-10.5976905282, 36.2025236269)"
PS1605-040,Mdwema Primary School,Namtumbo,Ruvuma,13.04347826,13346,43,0,0,15089,primary,government,Namabengo,314,8,,0,23,3,13.04347826,35.8694701003,-10.6226840122,"(-10.6226840122, 35.8694701003)"
PS1605-041,Mfuate Primary School,Namtumbo,Ruvuma,32,11017,23,5,21.73913043,10271,primary,government,Likuyuseka Mag.,350,4,,0,25,8,10.26086957,36.1037598356,-10.3614396395,"(-10.3614396395, 36.1037598356)"
PS1605-042,Mgombasi Primary School,Namtumbo,Ruvuma,31.66666667,10704,58,10,17.24137931,9874,primary,government,Mgombasi,628,10,,0,60,19,14.42528736,36.0050437547,-10.3023813747,"(-10.3023813747, 36.0050437547)"
PS1605-043,Mhangazi Primary School,Namtumbo,Ruvuma,68.18181818,2571,48,10,20.83333333,8205,primary,government,Kitanda,417,6,,0,44,30,47.34848485,,,
PS1605-044,Migelegele Primary School,Namtumbo,Ruvuma,62.5,4287,36,20,55.55555556,3588,primary,government,Rwinga,205,8,,0,24,15,6.944444444,36.0343535096,-10.5316667011,"(-10.5316667011, 36.0343535096)"
PS1605-045,Milonji Primary School,Namtumbo,Ruvuma,9.333333333,14864,58,8,13.79310345,10280,primary,government,Lusewa,646,6,,0,75,7,-4.459770115,36.0886254752,-11.1351920499,"(-11.1351920499, 36.0886254752)"
PS1605-046,Minazini Primary School,Namtumbo,Ruvuma,89.74358974,578,36,26,72.22222222,591,primary,government,Rwinga,594,14,,0,39,35,17.52136752,35.9938140919,-10.4722762499,"(-10.4722762499, 35.9938140919)"
PS1605-047,Mingweha Primary School,Namtumbo,Ruvuma,14.28571429,11027,16,0,0,14704,primary,government,Mchomoro,114,6,,0,14,2,14.28571429,36.2630831646,-10.6134128719,"(-10.6134128719, 36.2630831646)"
PS1605-048,Misufini Primary School,Namtumbo,Ruvuma,14.81481481,13632,30,0,0,13778,primary,government,Namanguli,293,8,,0,27,4,14.81481481,35.9132451344,-10.6235452542,"(-10.6235452542, 35.9132451344)"
PS1605-049,Mitoronji Primary School,Namtumbo,Ruvuma,37.5,9263,13,0,0,12019,primary,government,Mkongo,209,7,,0,16,6,37.5,,,
PS1605-050,Mkapa Pr. School,Namtumbo,Ruvuma,65.78947368,3662,38,6,15.78947368,11419,primary,,,,,,,38,25,50,36.0164003603,-10.4695703868,"(-10.4695703868, 36.0164003603)"
PS1605-051,Mkomae Primary School,Namtumbo,Ruvuma,88,1690,25,23,92,265,primary,government,Kitanda,511,8,,0,25,22,-4,,,
PS1605-052,Mkongo Pr. School,Namtumbo,Ruvuma,16.34615385,14406,72,7,9.722222222,12820,primary,,,,,,,104,17,6.623931624,35.9170997705,-10.7105684099,"(-10.7105684099, 35.9170997705)"
PS1605-053,Mkongo Nakawale Primary School,Namtumbo,Ruvuma,11.36363636,14303,27,12,44.44444444,5249,primary,,,,,,,44,5,-33.08080808,,,
PS1605-054,Mlilayoyo Primary School,Namtumbo,Ruvuma,50,8560,44,7,15.90909091,11803,primary,government,Hanga,450,15,,0,46,23,34.09090909,35.7080943176,-10.4975406187,"(-10.4975406187, 35.7080943176)"
PS1605-055,Mlindimila Primary School,Namtumbo,Ruvuma,23.68421053,12905,31,0,0,15168,primary,government,Luchili,252,6,,0,38,9,23.68421053,35.9265415477,-10.7211900727,"(-10.7211900727, 35.9265415477)"
PS1605-056,Mliwasi Primary School,Namtumbo,Ruvuma,37.73584906,8834,47,27,57.44680851,2379,primary,government,Mgombasi,388,9,,0,53,20,-19.71095945,36.0063200454,-10.2923471474,"(-10.2923471474, 36.0063200454)"
PS1605-057,Mputa Primary School,Namtumbo,Ruvuma,30.43478261,12096,34,6,17.64705882,11989,primary,government,Mputa,272,7,,0,23,7,12.78772379,35.829776475,-10.304869721,"(-10.304869721, 35.829776475)"
PS1605-058,Msindo Primary School,Namtumbo,Ruvuma,51.2195122,7825,53,3,5.660377359,13045,primary,government,Msindo,324,11,,0,41,21,45.55913484,35.7681332418,-10.5137545742,"(-10.5137545742, 35.7681332418)"
PS1605-059,Msisima Primary School,Namtumbo,Ruvuma,27.08333333,14073,67,12,17.91044776,13089,primary,government,Lusewa,680,6,,0,48,13,9.172885572,36.0758383299,-11.3122450691,"(-11.3122450691, 36.0758383299)"
PS1605-060,Mtakanini Primary School,Namtumbo,Ruvuma,64,2769,35,7,20,10641,primary,government,Msindo,298,9,,0,50,32,44,35.7778747769,-10.5525528547,"(-10.5525528547, 35.7778747769)"
PS1605-061,Mtelawamwahi Primary School,Namtumbo,Ruvuma,78.94736842,2754,22,1,4.545454546,12445,primary,government,Ligera,298,6,,0,19,15,74.40191388,36.0624849916,-10.8689928004,"(-10.8689928004, 36.0624849916)"
PS1605-062,Mtonya Primary School,Namtumbo,Ruvuma,60,2682,71,4,5.633802817,13549,primary,government,Likuyuseka Mag.,755,9,,0,80,48,54.36619718,36.0365511136,-10.389944575,"(-10.389944575, 36.0365511136)"
PS1605-063,Mtumbatimaji Primary School,Namtumbo,Ruvuma,44.82758621,6869,52,0,0,13896,primary,government,Mgombasi,481,10,,0,58,26,44.82758621,,,
PS1605-064,Muungano Primary School,Namtumbo,Ruvuma,46.66666667,9598,21,15,71.42857143,932,primary,government,Likuyuseka Mag.,202,6,,0,15,7,-24.76190476,35.9705822328,-10.3928427275,"(-10.3928427275, 35.9705822328)"
PS1605-065,Mwangaza Primary School,Namtumbo,Ruvuma,0,14525,53,2,3.773584906,13538,primary,government,Limamu,368,7,,0,37,0,-3.773584906,35.8853570005,-10.7651125026,"(-10.7651125026, 35.8853570005)"
PS1605-066,Mwinuko Primary School,Namtumbo,Ruvuma,22.22222222,14602,34,3,8.823529412,14156,primary,government,Mkongo,271,7,,0,36,8,13.39869281,,,
PS1605-067,Nahimba Primary School,Namtumbo,Ruvuma,90,2371,28,8,28.57142857,6581,primary,government,Luchili,213,8,,0,10,9,61.42857143,35.8998301126,-10.7301320022,"(-10.7301320022, 35.8998301126)"
PS1605-068,Nahoro Primary School,Namtumbo,Ruvuma,36.58536585,10752,53,18,33.96226415,6852,primary,government,Luegu,564,13,,0,41,15,2.623101703,35.9022633613,-10.5444406323,"(-10.5444406323, 35.9022633613)"
PS1605-069,Naikesi Primary School,Namtumbo,Ruvuma,40,11720,36,5,13.88888889,11831,primary,government,Kitanda,261,8,,0,20,8,26.11111111,,,
PS1605-070,Namabengo Primary School,Namtumbo,Ruvuma,75.86206897,2649,35,17,48.57142857,3737,primary,government,Namabengo,320,19,,0,29,22,27.29064039,35.8639770319,-10.5592640218,"(-10.5592640218, 35.8639770319)"
PS1605-071,Namahoka Primary School,Namtumbo,Ruvuma,23.25581395,14045,23,2,8.695652174,11806,primary,government,Ligera,319,6,,0,43,10,14.56016178,35.9568345458,-10.9213962467,"(-10.9213962467, 35.9568345458)"
PS1605-072,Namali Primary School,Namtumbo,Ruvuma,25,12309,14,1,7.142857143,14333,primary,government,Lisimonji,174,6,,0,12,3,17.85714286,,,
PS1605-073,Namanima Primary School,Namtumbo,Ruvuma,14.28571429,12290,7,0,0,14199,primary,government,Mchomoro,96,6,,0,7,1,14.28571429,36.1146452025,-10.6186171143,"(-10.6186171143, 36.1146452025)"
PS1605-074,Namanguli Primary School,Namtumbo,Ruvuma,40.98360656,9679,51,15,29.41176471,7505,primary,government,Namanguli,551,9,,0,61,25,11.57184185,35.9117926853,-10.6055561354,"(-10.6055561354, 35.9117926853)"
PS1605-075,Nambalama Pr. School,Namtumbo,Ruvuma,61.29032258,4481,35,19,54.28571429,2206,primary,,,,,,,31,19,7.004608295,,,
PS1605-076,Nambecha Primary School,Namtumbo,Ruvuma,52.56410256,7432,89,22,24.71910112,8354,primary,government,Mgombasi,842,10,,0,78,41,27.84500144,36.0019979178,-10.2293077482,"(-10.2293077482, 36.0019979178)"
PS1605-077,Nambehe Pr. School,Namtumbo,Ruvuma,33.33333333,11660,35,2,5.714285714,13028,primary,,,,,,,24,8,27.61904762,35.7544926378,-10.5207756697,"(-10.5207756697, 35.7544926378)"
PS1605-078,Namtumbo Primary School,Namtumbo,Ruvuma,80,1617,48,20,41.66666667,3475,primary,government,Namtumbo,674,17,,0,55,44,38.33333333,35.9962287583,-10.4885584841,"(-10.4885584841, 35.9962287583)"
PS1605-079,Nangero Pr. School,Namtumbo,Ruvuma,32.14285714,10763,29,4,13.79310345,9770,primary,,,,,,,28,9,18.34975369,35.8980890515,-10.2736681993,"(-10.2736681993, 35.8980890515)"
PS1605-080,Namwaya Primary School,Namtumbo,Ruvuma,62.5,2804,59,6,10.16949153,14108,primary,government,Namtumbo,469,13,,0,32,20,52.33050847,35.9530723231,-10.5424557185,"(-10.5424557185, 35.9530723231)"
PS1605-081,Njalamatata Primary School,Namtumbo,Ruvuma,14.70588235,13355,69,0,0,14898,primary,government,Mkongo,430,7,,0,34,5,14.70588235,,,
PS1605-082,Ngwinde Primary School,Namtumbo,Ruvuma,53.33333333,6047,35,5,14.28571429,12304,primary,government,Litola,615,9,,0,45,24,39.04761905,35.9496532839,-10.6342077146,"(-10.6342077146, 35.9496532839)"
PS1605-083,Nyerere Primary School,Namtumbo,Ruvuma,68.96551724,3461,41,7,17.07317073,6876,primary,government,Mputa,437,10,,0,29,20,51.89234651,35.8640074951,-10.2820200113,"(-10.2820200113, 35.8640074951)"
PS1605-084,Rwinga Primary School,Namtumbo,Ruvuma,57.14285714,4144,57,8,14.03508772,10444,primary,government,Rwinga,587,12,,0,56,32,43.10776942,36.0092763534,-10.4751074329,"(-10.4751074329, 36.0092763534)"
PS1605-085,Sasawala Primary School,Namtumbo,Ruvuma,69.6969697,6152,36,9,25,10534,primary,government,Magazini,464,7,,0,33,23,44.6969697,36.347031818,-11.5684162797,"(-11.5684162797, 36.347031818)"
PS1605-086,Semeni Primary School,Namtumbo,Ruvuma,36.36363636,7753,10,2,20,8083,primary,government,Magazini,128,3,,0,11,4,16.36363636,36.6778211369,-11.4692522509,"(-11.4692522509, 36.6778211369)"
PS1605-087,Songambele Primary School,Namtumbo,Ruvuma,7.5,14486,30,3,10,11436,primary,government,Mchomoro,459,7,,0,40,3,-2.5,36.1712808934,-10.5833664273,"(-10.5833664273, 36.1712808934)"
PS1605-088,Suluti Primary School,Namtumbo,Ruvuma,53.84615385,4986,80,14,17.5,11204,primary,government,Namtumbo,713,17,,0,91,49,36.34615385,35.9417643277,-10.5422249067,"(-10.5422249067, 35.9417643277)"
PS1605-089,Tumaini Primary School,Namtumbo,Ruvuma,7.692307692,14815,31,0,0,13653,primary,government,Limamu,289,7,,0,39,3,7.692307692,35.9862651601,-10.816157763,"(-10.816157763, 35.9862651601)"
PS1605-090,Tuonane Primary School,Namtumbo,Ruvuma,35.41666667,11298,29,8,27.5862069,9354,primary,government,Lisimonji,388,7,,0,48,17,7.83045977,35.914417318,-11.0033505194,"(-11.0033505194, 35.914417318)"
PS1605-091,Ukiwayuyu Primary School,Namtumbo,Ruvuma,17.39130435,12096,18,5,27.77777778,8129,primary,government,Luegu,324,8,,0,23,4,-10.38647343,35.87119927,-10.5916594377,"(-10.5916594377, 35.87119927)"
PS1605-092,Utwango Primary School,Namtumbo,Ruvuma,59.61538462,5007,54,11,20.37037037,9510,primary,government,Namabengo,522,16,,0,52,31,39.24501425,35.8522902536,-10.5651333082,"(-10.5651333082, 35.8522902536)"
PS1605-093,Kidugaro Primary School,Namtumbo,Ruvuma,75,5108,31,6,19.35483871,7417,primary,government,Rwinga,413,14,,0,24,18,55.64516129,35.9860698932,-10.4767411017,"(-10.4767411017, 35.9860698932)"
PS1605-094,Maendeleo Primary School,Namtumbo,Ruvuma,31.81818182,10141,59,21,35.59322034,6525,primary,government,Namabengo,304,12,,0,22,7,-3.775038521,35.8650065216,-10.5580441783,"(-10.5580441783, 35.8650065216)"
PS1605-095,Mwenge Primary School,Namtumbo,Ruvuma,33.33333333,12197,53,12,22.64150943,5785,primary,government,Namtumbo,488,16,,0,60,20,10.6918239,,,
PS1605-096,Selous Primary School,Namtumbo,Ruvuma,72.22222222,2462,56,25,44.64285714,3076,primary,government,Rwinga,515,12,,0,54,39,27.57936508,,,
PS1605-097,Uhuru Primary School,Namtumbo,Ruvuma,28.20512821,13369,42,9,21.42857143,12234,primary,government,Luegu,426,13,,0,39,11,6.776556777,35.8953406837,-10.5448092487,"(-10.5448092487, 35.8953406837)"
PS1605-098,Mtwara Pachani Primary School,Namtumbo,Ruvuma,52.27272727,8491,30,4,13.33333333,12491,primary,government,Luegu,538,12,,0,44,23,38.93939394,35.8946240418,-10.5509990085,"(-10.5509990085, 35.8946240418)"
PS1605-099,St Laurent Primary School,Namtumbo,Ruvuma,92.30769231,1021,48,48,100,11,primary,,,,,,,78,72,-7.692307692,,,
PS1605-101,Ntungwe Pr. School,Namtumbo,Ruvuma,42.30769231,9017,26,0,0,,primary,,,,,,,26,11,42.30769231,36.2071421683,-11.1909797132,"(-11.1909797132, 36.2071421683)"
PS1605-103,Upendo Primary School,Namtumbo,Ruvuma,50,4307,36,9,25,6355,primary,government,Mputa,363,7,,0,32,16,25,35.8487831334,-10.2880985465,"(-10.2880985465, 35.8487831334)"
PS1605-104,Ukombozi Pr. School,Namtumbo,Ruvuma,36.36363636,10326,13,1,7.692307692,9359,primary,,,,,,,22,8,28.67132867,,,
PS1605-105,St Xaviers Primary School,Namtumbo,Ruvuma,100,2890,14,6,42.85714286,3673,primary,,,,,,,15,15,57.14285714,,,
PS1605-106,Mlambichuma Primary School,Namtumbo,Ruvuma,65,6164,,,,,primary,government,Luegu,152,6,,0,20,13,,35.9002535006,-10.4930249041,"(-10.4930249041, 35.9002535006)"
PS1605-107,Jiungeni Primary School,Namtumbo,Ruvuma,100,1260,,,,,primary,government,Lisimonji,177,6,,0,9,9,,,,
PS1701-001,Bandari Primary School,Kahama,Shinyanga,75.83333333,3152,109,21,19.26605505,,primary,,,,,,,120,91,56.56727829,32.9462073743,-3.9107737879,"(-3.9107737879, 32.9462073743)"
PS1701-002,Banhi Primary School,Kahama,Shinyanga,45.45454545,8055,128,84,65.625,,primary,,,,,,,55,25,-20.17045455,32.7679765587,-3.8381696548,"(-3.8381696548, 32.7679765587)"
PS1701-003,Bubungu Primary School,Kahama,Shinyanga,5,15326,70,18,25.71428571,,primary,,,,,,,60,3,-20.71428571,32.3583351789,-3.9411604177,"(-3.9411604177, 32.3583351789)"
PS1701-004,Buchambaga Primary School,Kahama,Shinyanga,90,2001,64,8,12.5,,primary,,,,,,,20,18,77.5,,,
PS1701-005,Buganzo Primary School,Kahama,Shinyanga,75,1771,75,6,8,,primary,,,,,,,28,21,67,32.4194652076,-3.6208700968,"(-3.6208700968, 32.4194652076)"
PS1701-006,Bugarama Primary School,Kahama,Shinyanga,89.83957219,1010,67,23,34.32835821,,primary,,,,,,,187,168,55.51121398,32.4241867348,-3.27059108,"(-3.27059108, 32.4241867348)"
PS1701-007,Bugela Primary School,Kahama,Shinyanga,34.92063492,9193,54,7,12.96296296,,primary,,,,,,,63,22,21.95767196,32.1323152245,-4.1400177029,"(-4.1400177029, 32.1323152245)"
PS1701-008,Bugomba Primary School,Kahama,Shinyanga,42.5,7324,47,5,10.63829787,,primary,,,,,,,40,17,31.86170213,32.0180473245,-4.0500800116,"(-4.0500800116, 32.0180473245)"
PS1701-009,Bugomba 'b' Primary School,Kahama,Shinyanga,2.678571429,15529,57,4,7.01754386,,primary,,,,,,,112,3,-4.338972431,,,
PS1701-010,Bukale Primary School,Kahama,Shinyanga,27.65957447,12744,77,23,29.87012987,,primary,,,,,,,47,13,-2.210555402,32.1836169048,-4.0832819245,"(-4.0832819245, 32.1836169048)"
PS1701-011,Bukindwasali Primary School,Kahama,Shinyanga,27.77777778,12933,37,13,35.13513514,,primary,,,,,,,54,15,-7.357357357,32.0771362278,-3.898452997,"(-3.898452997, 32.0771362278)"
PS1701-012,Bukomela Primary School,Kahama,Shinyanga,36.36363636,8374,49,12,24.48979592,,primary,,,,,,,55,20,11.87384045,32.3269340615,-4.1077675188,"(-4.1077675188, 32.3269340615)"
PS1701-013,Bukwangu Primary School,Kahama,Shinyanga,21.56862745,14150,44,13,29.54545455,,primary,,,,,,,51,11,-7.976827095,32.4445167301,-3.6764315482,"(-3.6764315482, 32.4445167301)"
PS1701-014,Bukwimba Primary School,Kahama,Shinyanga,48.48484848,6548,151,23,15.23178808,,primary,,,,,,,66,32,33.25306041,32.3470028926,-4.1780465251,"(-4.1780465251, 32.3470028926)"
PS1701-015,Bulige 'a' Primary School,Kahama,Shinyanga,84.7826087,1201,86,5,5.813953488,,primary,,,,,,,46,39,78.96865521,,,
